brand,price,address,image_link-src
SAMSUNG GALAXY A7 2017,180.000 ,Plateau,media/annonces/pics/5835919ccfa38cfedd4d7028e0a2eaa8.jpg
SAMSUNG GALAXY A6 Plus 2018,120.000 ,Plateau,media/annonces/pics/8d702780164fb43664f0dfb04c6dd065.jpg
SAMSUNG GALAXY J2,50.000 ,Plateau,media/annonces/pics/50f3d587069ca78bb6685c570b3d466b.jpg
TECNO SPARK k7,57.000 ,Plateau,media/annonces/pics/bf494384b68ab7848c5ef91121a63066.jpg
TECNO CAMON X AIR,75.000 ,Plateau,media/annonces/pics/108aa21048b54eeb395cb6e8e4e0372f.jpg
ITEL 1408,25.000 ,Plateau,media/annonces/pics/3328cff0cb19e85e4205030575b591a6.jpg
ITEL 1508,30.000 ,Plateau,media/annonces/pics/2c1531fe64e9499e1e986856392037c7.jpg
Smartphone de marque Samsung Galaxy J6 en vente.,115.000 ,Plateau,media/annonces/pics/92e3aee4269c028f6e29ba6cecdee976.jpg
SAMSUNG GALAXY J7 PRO 2017,135.000 ,Plateau,media/annonces/pics/550351fb584f00aacc0436a21d575c5d.jpeg
SAMSUNG GALAXY J6 - 2018,120.000 ,Plateau,media/annonces/pics/58f33cb3d03eb85ac394216aa21eb030.jpg
SAMSUNG GALAXY J4 - 2018,90.000 ,Plateau,media/annonces/pics/47d99f7c8be43cbb46a2cb082845c12b.jpg
Tecno Spark,65.000 ,Plateau,media/annonces/pics/9a35b39260a710ac337f256dad7ce4b7.png
TECNO POP 1,40.000 ,Plateau,media/annonces/pics/a3d775de587301fcd015c17fcd6c0d39.jpg
TECNO PHANTOM 8,180.000 ,Plateau,media/annonces/pics/8090dfefcd95b8306f0e5a59fdbe802d.jpg
TECNO PHANTOM 6 PLUS,140.000 ,Plateau,media/annonces/pics/6e679f0846b8397e084b1a128ae0eccf.jpg
TECNO K9,70.000 ,Plateau,media/annonces/pics/56bdc58ba408b0f2b481f92e0f019217.jpg
TECNO CAMON X,95.000 ,Plateau,media/annonces/pics/dbec582ce4dad4a5da368c30b5480bd9.jpg
ITEL A32F,35.000 ,Plateau,media/annonces/pics/f4b09fa222720f51d226a32891ae330b.jpg
Samsung galaxy s7 edge,190.000 ,Plateau,media/annonces/pics/b7c2671a79f16c46c15495b302b5fbff.jpg
Samsung galaxy S6 original,90.000 ,Plateau,media/annonces/pics/4b8cb782ac100f18ac42b64184d5c192.jpg
Samsung galaxy s9,270.000 ,Plateau,media/annonces/pics/c6630a4a8e81bd1983a1f7cb6166b4a5.jpg
Samsung s9,310.000 ,Plateau,media/annonces/pics/39e687c8a452231112a598094851115d.jpg
Samsung galaxy j1ace,35.000 ,Plateau,media/annonces/pics/6cad15b29489ddcc24e437fcf68f1817.jpeg
Invens r7,29.900 ,Plateau,media/annonces/pics/6143225ff0c273dbf25cc4738c95cb3f.jpg
Iphone XS,590.000 ,Plateau,media/annonces/pics/dc087741868b58e2b7156a67af5bf58d.jpg
Iphone xs max,670.000 ,Plateau,media/annonces/pics/c780c0e33220a0fcbaae0903799e3177.jpg
Iphone 7,200.000 ,Plateau,media/annonces/pics/d7007f108c6fb91c8f32e3237af384da.png
Samsung galaxy s8,200.000 ,Plateau,media/annonces/pics/618c7a9c3116415aaab0a2faf2e0679b.jpg
Vente de téléphone portable,1 ,Plateau,media/annonces/pics/eb2ddd33245107b4c503aee42f34a984.jpg
Samsung j7 NEO,99.900 ,Plateau,media/annonces/pics/95949d2532c16e601d3307d57daf11c7.jpg
Iphone XR,575.000 ,Plateau,media/annonces/pics/92e8a828fb2c1a7d492f56d581613da5.jpg
TECNO CAMON11/32GB,80.000 ,Plateau,media/annonces/pics/ab0bc8dad2278befdfdc8c4443d5f15f.jpg
TECNO CAMON11 PRO/64GB,125.000 ,Plateau,media/annonces/pics/3dff79f9647c6e62c2f17b6d1fa93110.jpg
Huawei p20,240.000 ,Plateau,media/annonces/pics/b7c8907266c61e632ab73e81943db386.jpg
Tecno spark 2,55.000 ,Plateau,media/annonces/pics/65187601f8dee1ec55b5c31e78b76719.png
Huawei mate 20 pro,600.000 ,Plateau,media/annonces/pics/ecc3195ab2bfead8b89b54c97b694ac9.jpg
Iphone 6,100.000 ,Plateau,media/annonces/pics/d841ff1ff4b178f50530443b2873cd06.jpg
Itel s11,34.900 ,Plateau,media/annonces/pics/b830a012e139d3aa7af8e7da6e90c903.jpg
Samsung galaxy grand prime plus 4g,59.900 ,Plateau,media/annonces/pics/ac85a4a57f58e665b3fc1821574cdef3.jpg
Samsung galaxy a3,110.000 ,Plateau,media/annonces/pics/57c132b9878860b0a6b60333135568fe.jpg
Doogee x70,54.900 ,Plateau,media/annonces/pics/209b9f272753d717c2b146788a2d8d90.jpg
Huawei y9,144.900 ,Plateau,media/annonces/pics/41d34110bf2d2de69c74b0d2e9420d56.jpg
Samsung galaxy j4+,88.500 ,Plateau,media/annonces/pics/b1fade9afb25fcb646d5ca97dc9329d5.jpg
Iphone 8 plus,350.000 ,Plateau,media/annonces/pics/b0624ec0c686ac20fee1d828f29dd66c.jpg
Samsung galaxy a9,298.000 ,Plateau,media/annonces/pics/559aa554a604695d3581018818bbe2ab.jpg
Iphone x,440.000 ,Plateau,media/annonces/pics/60f890bd8a3af94e006ea3a49c8502e1.jpeg
Tecno y2,34.900 ,Plateau,media/annonces/pics/ebb7ce63cd733e22ca124ed1ced3e989.jpg
Tecno camon x,75.000 ,Plateau,media/annonces/pics/55d92779048ef90de123c3304f8b0e7a.jpg
